hits,quarter,term,year
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1914
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1914
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1914
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1915
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1915
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1915
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1915
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1916
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1916
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1916
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1916
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1917
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1917
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1917
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1917
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1918
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1918
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1918
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1918
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1919
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1919
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1919
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1919
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1920
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1920
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1920
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1920
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1921
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1921
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1921
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1921
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1922
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1922
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1922
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1922
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1923
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1923
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1923
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1923
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1924
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1924
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1924
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1924
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1925
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1925
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1925
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1925
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1926
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1926
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1926
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1926
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1927
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1927
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1927
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1927
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1928
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1928
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1928
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1928
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1929
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1929
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1929
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1929
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1930
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1930
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1930
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1930
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1931
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1931
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1931
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1931
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1932
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1932
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1932
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1932
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1933
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1933
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1933
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1933
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1934
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1934
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1934
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1934
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1935
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1935
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1935
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1935
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1936
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1936
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1936
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1936
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1937
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1937
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1937
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1937
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1938
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1938
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1938
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1938
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1939
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1939
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1939
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1939
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1940
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1940
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1940
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1940
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1941
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1941
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1941
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1941
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1942
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1942
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1942
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1942
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1943
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1943
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1943
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1943
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1944
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1944
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1944
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1944
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1945
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1945
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1945
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1945
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1946
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1946
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1946
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1946
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1947
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1947
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1947
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1947
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1948
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1948
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1948
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1948
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1949
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1949
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1949
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1949
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1950
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1950
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1950
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1950
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1951
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1951
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1951
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1951
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1952
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1952
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1952
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1952
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1953
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1953
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1953
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1953
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1954
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1954
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1954
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1954
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1955
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1955
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1955
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1955
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1956
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1956
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1956
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1956
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1957
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1957
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1957
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1957
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1958
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1958
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1958
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1958
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1959
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1959
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1959
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1959
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1960
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1960
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1960
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1960
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1961
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1961
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1961
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1961
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1962
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1962
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1962
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1962
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1963
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1963
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1963
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1963
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1964
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1964
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1964
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1964
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1965
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1965
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1965
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1965
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1966
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1966
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1966
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1966
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1967
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1967
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1967
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1967
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1968
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1968
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1968
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1968
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1969
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1969
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1969
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1969
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1970
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1970
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1970
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1970
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1971
2,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1971
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1971
1,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1971
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1972
2,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1972
3,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1972
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1972
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1973
1,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1973
2,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1973
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1973
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1974
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1974
1,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1974
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1974
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1975
1,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1975
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1975
2,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1975
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1976
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1976
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1976
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1976
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1977
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1977
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1977
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1977
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1978
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1978
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1978
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1978
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1979
2,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1979
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1979
2,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1979
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1980
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1980
5,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1980
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1980
6,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1981
4,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1981
1,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1981
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1981
2,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1982
2,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1982
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1982
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1982
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1983
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1983
2,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1983
3,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1983
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1984
1,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1984
2,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1984
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1984
3,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1985
1,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1985
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1985
1,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1985
1,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1986
3,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1986
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1986
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1986
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1987
1,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1987
1,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1987
2,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1987
1,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1988
1,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1988
1,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1988
1,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1988
0,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1989
2,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1989
0,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1989
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1989
1,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1990
0,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1990
1,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1990
0,4,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1990
11,1,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1991
5,2,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1991
3,3,(veteran or soldier or military or armedforces) AND (post) Vietnam syndrome,1991
