hits,quarter,term,year
2,4,(vets*) AND PTSD_all_forms,1923
5,1,(vets*) AND PTSD_all_forms,1924
7,2,(vets*) AND PTSD_all_forms,1924
5,3,(vets*) AND PTSD_all_forms,1924
4,4,(vets*) AND PTSD_all_forms,1924
5,1,(vets*) AND PTSD_all_forms,1925
3,2,(vets*) AND PTSD_all_forms,1925
2,3,(vets*) AND PTSD_all_forms,1925
0,4,(vets*) AND PTSD_all_forms,1925
2,1,(vets*) AND PTSD_all_forms,1926
3,2,(vets*) AND PTSD_all_forms,1926
3,3,(vets*) AND PTSD_all_forms,1926
2,4,(vets*) AND PTSD_all_forms,1926
1,1,(vets*) AND PTSD_all_forms,1927
2,2,(vets*) AND PTSD_all_forms,1927
2,3,(vets*) AND PTSD_all_forms,1927
1,4,(vets*) AND PTSD_all_forms,1927
1,1,(vets*) AND PTSD_all_forms,1928
2,2,(vets*) AND PTSD_all_forms,1928
1,3,(vets*) AND PTSD_all_forms,1928
4,4,(vets*) AND PTSD_all_forms,1928
1,1,(vets*) AND PTSD_all_forms,1929
0,2,(vets*) AND PTSD_all_forms,1929
0,3,(vets*) AND PTSD_all_forms,1929
2,4,(vets*) AND PTSD_all_forms,1929
0,1,(vets*) AND PTSD_all_forms,1930
3,2,(vets*) AND PTSD_all_forms,1930
1,3,(vets*) AND PTSD_all_forms,1930
0,4,(vets*) AND PTSD_all_forms,1930
2,1,(vets*) AND PTSD_all_forms,1931
0,2,(vets*) AND PTSD_all_forms,1931
3,3,(vets*) AND PTSD_all_forms,1931
4,4,(vets*) AND PTSD_all_forms,1931
2,1,(vets*) AND PTSD_all_forms,1932
3,2,(vets*) AND PTSD_all_forms,1932
2,3,(vets*) AND PTSD_all_forms,1932
3,4,(vets*) AND PTSD_all_forms,1932
3,1,(vets*) AND PTSD_all_forms,1933
3,2,(vets*) AND PTSD_all_forms,1933
0,3,(vets*) AND PTSD_all_forms,1933
2,4,(vets*) AND PTSD_all_forms,1933
3,1,(vets*) AND PTSD_all_forms,1934
1,2,(vets*) AND PTSD_all_forms,1934
4,3,(vets*) AND PTSD_all_forms,1934
2,4,(vets*) AND PTSD_all_forms,1934
1,1,(vets*) AND PTSD_all_forms,1935
0,2,(vets*) AND PTSD_all_forms,1935
1,3,(vets*) AND PTSD_all_forms,1935
1,4,(vets*) AND PTSD_all_forms,1935
2,1,(vets*) AND PTSD_all_forms,1936
1,2,(vets*) AND PTSD_all_forms,1936
3,3,(vets*) AND PTSD_all_forms,1936
3,4,(vets*) AND PTSD_all_forms,1936
1,1,(vets*) AND PTSD_all_forms,1937
2,2,(vets*) AND PTSD_all_forms,1937
2,3,(vets*) AND PTSD_all_forms,1937
1,4,(vets*) AND PTSD_all_forms,1937
1,1,(vets*) AND PTSD_all_forms,1938
1,2,(vets*) AND PTSD_all_forms,1938
2,3,(vets*) AND PTSD_all_forms,1938
1,4,(vets*) AND PTSD_all_forms,1938
1,1,(vets*) AND PTSD_all_forms,1939
1,2,(vets*) AND PTSD_all_forms,1939
2,3,(vets*) AND PTSD_all_forms,1939
1,4,(vets*) AND PTSD_all_forms,1939
2,1,(vets*) AND PTSD_all_forms,1940
0,2,(vets*) AND PTSD_all_forms,1940
3,3,(vets*) AND PTSD_all_forms,1940
2,4,(vets*) AND PTSD_all_forms,1940
4,1,(vets*) AND PTSD_all_forms,1941
1,2,(vets*) AND PTSD_all_forms,1941
0,3,(vets*) AND PTSD_all_forms,1941
3,4,(vets*) AND PTSD_all_forms,1941
1,1,(vets*) AND PTSD_all_forms,1942
2,2,(vets*) AND PTSD_all_forms,1942
3,3,(vets*) AND PTSD_all_forms,1942
1,4,(vets*) AND PTSD_all_forms,1942
5,1,(vets*) AND PTSD_all_forms,1943
1,2,(vets*) AND PTSD_all_forms,1943
5,3,(vets*) AND PTSD_all_forms,1943
4,4,(vets*) AND PTSD_all_forms,1943
3,1,(vets*) AND PTSD_all_forms,1944
4,2,(vets*) AND PTSD_all_forms,1944
4,3,(vets*) AND PTSD_all_forms,1944
5,4,(vets*) AND PTSD_all_forms,1944
4,1,(vets*) AND PTSD_all_forms,1945
3,2,(vets*) AND PTSD_all_forms,1945
10,3,(vets*) AND PTSD_all_forms,1945
9,4,(vets*) AND PTSD_all_forms,1945
3,1,(vets*) AND PTSD_all_forms,1946
2,2,(vets*) AND PTSD_all_forms,1946
4,3,(vets*) AND PTSD_all_forms,1946
3,4,(vets*) AND PTSD_all_forms,1946
0,1,(vets*) AND PTSD_all_forms,1947
1,2,(vets*) AND PTSD_all_forms,1947
1,3,(vets*) AND PTSD_all_forms,1947
2,4,(vets*) AND PTSD_all_forms,1947
2,1,(vets*) AND PTSD_all_forms,1948
1,2,(vets*) AND PTSD_all_forms,1948
1,3,(vets*) AND PTSD_all_forms,1948
0,4,(vets*) AND PTSD_all_forms,1948
2,1,(vets*) AND PTSD_all_forms,1949
1,2,(vets*) AND PTSD_all_forms,1949
0,3,(vets*) AND PTSD_all_forms,1949
0,4,(vets*) AND PTSD_all_forms,1949
0,1,(vets*) AND PTSD_all_forms,1950
1,2,(vets*) AND PTSD_all_forms,1950
1,3,(vets*) AND PTSD_all_forms,1950
0,4,(vets*) AND PTSD_all_forms,1950
1,1,(vets*) AND PTSD_all_forms,1951
2,2,(vets*) AND PTSD_all_forms,1951
1,3,(vets*) AND PTSD_all_forms,1951
0,4,(vets*) AND PTSD_all_forms,1951
1,1,(vets*) AND PTSD_all_forms,1952
0,2,(vets*) AND PTSD_all_forms,1952
1,3,(vets*) AND PTSD_all_forms,1952
0,4,(vets*) AND PTSD_all_forms,1952
0,1,(vets*) AND PTSD_all_forms,1953
1,2,(vets*) AND PTSD_all_forms,1953
0,3,(vets*) AND PTSD_all_forms,1953
0,4,(vets*) AND PTSD_all_forms,1953
0,1,(vets*) AND PTSD_all_forms,1954
0,2,(vets*) AND PTSD_all_forms,1954
1,3,(vets*) AND PTSD_all_forms,1954
0,4,(vets*) AND PTSD_all_forms,1954
0,1,(vets*) AND PTSD_all_forms,1955
0,2,(vets*) AND PTSD_all_forms,1955
2,3,(vets*) AND PTSD_all_forms,1955
0,4,(vets*) AND PTSD_all_forms,1955
0,1,(vets*) AND PTSD_all_forms,1956
2,2,(vets*) AND PTSD_all_forms,1956
1,3,(vets*) AND PTSD_all_forms,1956
0,4,(vets*) AND PTSD_all_forms,1956
1,1,(vets*) AND PTSD_all_forms,1957
1,2,(vets*) AND PTSD_all_forms,1957
0,3,(vets*) AND PTSD_all_forms,1957
0,4,(vets*) AND PTSD_all_forms,1957
2,1,(vets*) AND PTSD_all_forms,1958
1,2,(vets*) AND PTSD_all_forms,1958
0,3,(vets*) AND PTSD_all_forms,1958
1,4,(vets*) AND PTSD_all_forms,1958
2,1,(vets*) AND PTSD_all_forms,1959
0,2,(vets*) AND PTSD_all_forms,1959
1,3,(vets*) AND PTSD_all_forms,1959
0,4,(vets*) AND PTSD_all_forms,1959
0,1,(vets*) AND PTSD_all_forms,1960
0,2,(vets*) AND PTSD_all_forms,1960
0,3,(vets*) AND PTSD_all_forms,1960
0,4,(vets*) AND PTSD_all_forms,1960
0,1,(vets*) AND PTSD_all_forms,1961
0,2,(vets*) AND PTSD_all_forms,1961
0,3,(vets*) AND PTSD_all_forms,1961
1,4,(vets*) AND PTSD_all_forms,1961
0,1,(vets*) AND PTSD_all_forms,1962
0,2,(vets*) AND PTSD_all_forms,1962
4,3,(vets*) AND PTSD_all_forms,1962
4,4,(vets*) AND PTSD_all_forms,1962
0,1,(vets*) AND PTSD_all_forms,1963
1,2,(vets*) AND PTSD_all_forms,1963
1,3,(vets*) AND PTSD_all_forms,1963
3,4,(vets*) AND PTSD_all_forms,1963
0,1,(vets*) AND PTSD_all_forms,1964
0,2,(vets*) AND PTSD_all_forms,1964
2,3,(vets*) AND PTSD_all_forms,1964
1,4,(vets*) AND PTSD_all_forms,1964
0,1,(vets*) AND PTSD_all_forms,1965
0,2,(vets*) AND PTSD_all_forms,1965
1,3,(vets*) AND PTSD_all_forms,1965
0,4,(vets*) AND PTSD_all_forms,1965
1,1,(vets*) AND PTSD_all_forms,1966
0,2,(vets*) AND PTSD_all_forms,1966
2,3,(vets*) AND PTSD_all_forms,1966
0,4,(vets*) AND PTSD_all_forms,1966
0,1,(vets*) AND PTSD_all_forms,1967
1,2,(vets*) AND PTSD_all_forms,1967
4,3,(vets*) AND PTSD_all_forms,1967
0,4,(vets*) AND PTSD_all_forms,1967
0,1,(vets*) AND PTSD_all_forms,1968
1,2,(vets*) AND PTSD_all_forms,1968
0,3,(vets*) AND PTSD_all_forms,1968
0,4,(vets*) AND PTSD_all_forms,1968
1,1,(vets*) AND PTSD_all_forms,1969
0,2,(vets*) AND PTSD_all_forms,1969
1,3,(vets*) AND PTSD_all_forms,1969
1,4,(vets*) AND PTSD_all_forms,1969
3,1,(vets*) AND PTSD_all_forms,1970
2,2,(vets*) AND PTSD_all_forms,1970
0,3,(vets*) AND PTSD_all_forms,1970
2,4,(vets*) AND PTSD_all_forms,1970
0,1,(vets*) AND PTSD_all_forms,1971
2,2,(vets*) AND PTSD_all_forms,1971
0,3,(vets*) AND PTSD_all_forms,1971
2,4,(vets*) AND PTSD_all_forms,1971
1,1,(vets*) AND PTSD_all_forms,1972
3,2,(vets*) AND PTSD_all_forms,1972
4,3,(vets*) AND PTSD_all_forms,1972
2,4,(vets*) AND PTSD_all_forms,1972
0,1,(vets*) AND PTSD_all_forms,1973
1,2,(vets*) AND PTSD_all_forms,1973
2,3,(vets*) AND PTSD_all_forms,1973
0,4,(vets*) AND PTSD_all_forms,1973
1,1,(vets*) AND PTSD_all_forms,1974
0,2,(vets*) AND PTSD_all_forms,1974
1,3,(vets*) AND PTSD_all_forms,1974
0,4,(vets*) AND PTSD_all_forms,1974
0,1,(vets*) AND PTSD_all_forms,1975
2,2,(vets*) AND PTSD_all_forms,1975
0,3,(vets*) AND PTSD_all_forms,1975
2,4,(vets*) AND PTSD_all_forms,1975
2,1,(vets*) AND PTSD_all_forms,1976
0,2,(vets*) AND PTSD_all_forms,1976
0,3,(vets*) AND PTSD_all_forms,1976
0,4,(vets*) AND PTSD_all_forms,1976
0,1,(vets*) AND PTSD_all_forms,1977
0,2,(vets*) AND PTSD_all_forms,1977
0,3,(vets*) AND PTSD_all_forms,1977
1,4,(vets*) AND PTSD_all_forms,1977
2,1,(vets*) AND PTSD_all_forms,1978
0,2,(vets*) AND PTSD_all_forms,1978
1,3,(vets*) AND PTSD_all_forms,1978
0,4,(vets*) AND PTSD_all_forms,1978
0,1,(vets*) AND PTSD_all_forms,1979
4,2,(vets*) AND PTSD_all_forms,1979
0,3,(vets*) AND PTSD_all_forms,1979
4,4,(vets*) AND PTSD_all_forms,1979
1,1,(vets*) AND PTSD_all_forms,1980
3,2,(vets*) AND PTSD_all_forms,1980
7,3,(vets*) AND PTSD_all_forms,1980
0,4,(vets*) AND PTSD_all_forms,1980
8,1,(vets*) AND PTSD_all_forms,1981
8,2,(vets*) AND PTSD_all_forms,1981
2,3,(vets*) AND PTSD_all_forms,1981
1,4,(vets*) AND PTSD_all_forms,1981
4,1,(vets*) AND PTSD_all_forms,1982
4,2,(vets*) AND PTSD_all_forms,1982
3,3,(vets*) AND PTSD_all_forms,1982
6,4,(vets*) AND PTSD_all_forms,1982
2,1,(vets*) AND PTSD_all_forms,1983
0,2,(vets*) AND PTSD_all_forms,1983
4,3,(vets*) AND PTSD_all_forms,1983
6,4,(vets*) AND PTSD_all_forms,1983
9,1,(vets*) AND PTSD_all_forms,1984
4,2,(vets*) AND PTSD_all_forms,1984
2,3,(vets*) AND PTSD_all_forms,1984
4,4,(vets*) AND PTSD_all_forms,1984
5,1,(vets*) AND PTSD_all_forms,1985
5,2,(vets*) AND PTSD_all_forms,1985
3,3,(vets*) AND PTSD_all_forms,1985
2,4,(vets*) AND PTSD_all_forms,1985
5,1,(vets*) AND PTSD_all_forms,1986
8,2,(vets*) AND PTSD_all_forms,1986
6,3,(vets*) AND PTSD_all_forms,1986
0,4,(vets*) AND PTSD_all_forms,1986
2,1,(vets*) AND PTSD_all_forms,1987
6,2,(vets*) AND PTSD_all_forms,1987
2,3,(vets*) AND PTSD_all_forms,1987
9,4,(vets*) AND PTSD_all_forms,1987
4,1,(vets*) AND PTSD_all_forms,1988
6,2,(vets*) AND PTSD_all_forms,1988
3,3,(vets*) AND PTSD_all_forms,1988
9,4,(vets*) AND PTSD_all_forms,1988
4,1,(vets*) AND PTSD_all_forms,1989
8,2,(vets*) AND PTSD_all_forms,1989
4,3,(vets*) AND PTSD_all_forms,1989
2,4,(vets*) AND PTSD_all_forms,1989
6,1,(vets*) AND PTSD_all_forms,1990
5,2,(vets*) AND PTSD_all_forms,1990
3,3,(vets*) AND PTSD_all_forms,1990
3,4,(vets*) AND PTSD_all_forms,1990
21,1,(vets*) AND PTSD_all_forms,1991
8,2,(vets*) AND PTSD_all_forms,1991
6,3,(vets*) AND PTSD_all_forms,1991
4,4,(vets*) AND PTSD_all_forms,1991
6,1,(vets*) AND PTSD_all_forms,1992
8,2,(vets*) AND PTSD_all_forms,1992
7,3,(vets*) AND PTSD_all_forms,1992
7,4,(vets*) AND PTSD_all_forms,1992
4,1,(vets*) AND PTSD_all_forms,1993
11,2,(vets*) AND PTSD_all_forms,1993
8,3,(vets*) AND PTSD_all_forms,1993
3,4,(vets*) AND PTSD_all_forms,1993
2,1,(vets*) AND PTSD_all_forms,1994
11,2,(vets*) AND PTSD_all_forms,1994
5,3,(vets*) AND PTSD_all_forms,1994
11,4,(vets*) AND PTSD_all_forms,1994
9,1,(vets*) AND PTSD_all_forms,1995
14,2,(vets*) AND PTSD_all_forms,1995
5,3,(vets*) AND PTSD_all_forms,1995
6,4,(vets*) AND PTSD_all_forms,1995
2,1,(vets*) AND PTSD_all_forms,1996
5,2,(vets*) AND PTSD_all_forms,1996
8,3,(vets*) AND PTSD_all_forms,1996
7,4,(vets*) AND PTSD_all_forms,1996
4,1,(vets*) AND PTSD_all_forms,1997
1,2,(vets*) AND PTSD_all_forms,1997
4,3,(vets*) AND PTSD_all_forms,1997
11,4,(vets*) AND PTSD_all_forms,1997
4,1,(vets*) AND PTSD_all_forms,1998
11,2,(vets*) AND PTSD_all_forms,1998
6,3,(vets*) AND PTSD_all_forms,1998
3,4,(vets*) AND PTSD_all_forms,1998
3,1,(vets*) AND PTSD_all_forms,1999
5,2,(vets*) AND PTSD_all_forms,1999
4,3,(vets*) AND PTSD_all_forms,1999
6,4,(vets*) AND PTSD_all_forms,1999
2,1,(vets*) AND PTSD_all_forms,2000
8,2,(vets*) AND PTSD_all_forms,2000
9,3,(vets*) AND PTSD_all_forms,2000
5,4,(vets*) AND PTSD_all_forms,2000
4,1,(vets*) AND PTSD_all_forms,2001
6,2,(vets*) AND PTSD_all_forms,2001
12,3,(vets*) AND PTSD_all_forms,2001
25,4,(vets*) AND PTSD_all_forms,2001
10,1,(vets*) AND PTSD_all_forms,2002
10,2,(vets*) AND PTSD_all_forms,2002
9,3,(vets*) AND PTSD_all_forms,2002
8,4,(vets*) AND PTSD_all_forms,2002
12,1,(vets*) AND PTSD_all_forms,2003
12,2,(vets*) AND PTSD_all_forms,2003
3,3,(vets*) AND PTSD_all_forms,2003
6,4,(vets*) AND PTSD_all_forms,2003
9,1,(vets*) AND PTSD_all_forms,2004
11,2,(vets*) AND PTSD_all_forms,2004
17,3,(vets*) AND PTSD_all_forms,2004
8,4,(vets*) AND PTSD_all_forms,2004
7,1,(vets*) AND PTSD_all_forms,2005
10,2,(vets*) AND PTSD_all_forms,2005
7,3,(vets*) AND PTSD_all_forms,2005
13,4,(vets*) AND PTSD_all_forms,2005
16,1,(vets*) AND PTSD_all_forms,2006
17,2,(vets*) AND PTSD_all_forms,2006
20,3,(vets*) AND PTSD_all_forms,2006
17,4,(vets*) AND PTSD_all_forms,2006
40,1,(vets*) AND PTSD_all_forms,2007
37,2,(vets*) AND PTSD_all_forms,2007
26,3,(vets*) AND PTSD_all_forms,2007
32,4,(vets*) AND PTSD_all_forms,2007
33,1,(vets*) AND PTSD_all_forms,2008
34,2,(vets*) AND PTSD_all_forms,2008
22,3,(vets*) AND PTSD_all_forms,2008
33,4,(vets*) AND PTSD_all_forms,2008
37,1,(vets*) AND PTSD_all_forms,2009
31,2,(vets*) AND PTSD_all_forms,2009
28,3,(vets*) AND PTSD_all_forms,2009
67,4,(vets*) AND PTSD_all_forms,2009
26,1,(vets*) AND PTSD_all_forms,2010
21,2,(vets*) AND PTSD_all_forms,2010
30,3,(vets*) AND PTSD_all_forms,2010
32,4,(vets*) AND PTSD_all_forms,2010
29,1,(vets*) AND PTSD_all_forms,2011
32,2,(vets*) AND PTSD_all_forms,2011
37,3,(vets*) AND PTSD_all_forms,2011
33,4,(vets*) AND PTSD_all_forms,2011
49,1,(vets*) AND PTSD_all_forms,2012
53,2,(vets*) AND PTSD_all_forms,2012
37,3,(vets*) AND PTSD_all_forms,2012
41,4,(vets*) AND PTSD_all_forms,2012
61,1,(vets*) AND PTSD_all_forms,2013
32,2,(vets*) AND PTSD_all_forms,2013
74,3,(vets*) AND PTSD_all_forms,2013
30,4,(vets*) AND PTSD_all_forms,2013
49,1,(vets*) AND PTSD_all_forms,2014
109,2,(vets*) AND PTSD_all_forms,2014
70,3,(vets*) AND PTSD_all_forms,2014
65,4,(vets*) AND PTSD_all_forms,2014
87,1,(vets*) AND PTSD_all_forms,2015
73,2,(vets*) AND PTSD_all_forms,2015
58,3,(vets*) AND PTSD_all_forms,2015
55,4,(vets*) AND PTSD_all_forms,2015
66,1,(vets*) AND PTSD_all_forms,2016
56,2,(vets*) AND PTSD_all_forms,2016
41,3,(vets*) AND PTSD_all_forms,2016
64,4,(vets*) AND PTSD_all_forms,2016
